,year,sex,name,n,prop
1499305,2005,F,Raelen,8,0.00000394
1499306,2005,F,Rahaf,8,0.00000394
1499307,2005,F,Rahmah,8,0.00000394
1499308,2005,F,Raia,8,0.00000394
1499309,2005,F,Raiza,8,0.00000394
1499310,2005,F,Ramie,8,0.00000394
1499311,2005,F,Ranee,8,0.00000394
1499312,2005,F,Rasia,8,0.00000394
1499313,2005,F,Raul,8,0.00000394
1499314,2005,F,Ray,8,0.00000394
1499315,2005,F,Reah,8,0.00000394
1499316,2005,F,Reda,8,0.00000394
1499317,2005,F,Reeve,8,0.00000394
1499318,2005,F,Reiana,8,0.00000394
1499319,2005,F,Ren,8,0.00000394
1499320,2005,F,Reniyah,8,0.00000394
1499321,2005,F,Reshma,8,0.00000394
1499322,2005,F,Reyana,8,0.00000394
1499323,2005,F,Rhayne,8,0.00000394
1499324,2005,F,Rhyanne,8,0.00000394
1499325,2005,F,Rhyannon,8,0.00000394
1499326,2005,F,Rhylie,8,0.00000394
1499327,2005,F,Riane,8,0.00000394
1499328,2005,F,Riannon,8,0.00000394
1499329,2005,F,Rica,8,0.00000394
1499330,2005,F,Rika,8,0.00000394
1499331,2005,F,Rileyann,8,0.00000394
1499332,2005,F,Rissa,8,0.00000394
1499333,2005,F,Riti,8,0.00000394
1499334,2005,F,Ritu,8,0.00000394
1499335,2005,F,Riyah,8,0.00000394
1499336,2005,F,Riyanna,8,0.00000394
1499337,2005,F,Rmani,8,0.00000394
1499338,2005,F,Rosaleen,8,0.00000394
1499339,2005,F,Rosary,8,0.00000394
1499340,2005,F,Ruba,8,0.00000394
1499341,2005,F,Ruchy,8,0.00000394
1499342,2005,F,Ruthanna,8,0.00000394
1499343,2005,F,Ruweyda,8,0.00000394
1499344,2005,F,Ryliegh,8,0.00000394
1499345,2005,F,Sabriya,8,0.00000394
1499346,2005,F,Sadaf,8,0.00000394
1499347,2005,F,Sahalie,8,0.00000394
1499348,2005,F,Saharah,8,0.00000394
1499349,2005,F,Saharra,8,0.00000394
1499350,2005,F,Sahirah,8,0.00000394
1499351,2005,F,Sahmya,8,0.00000394
1499352,2005,F,Saily,8,0.00000394
1499353,2005,F,Sakyra,8,0.00000394
1499354,2005,F,Salah,8,0.00000394
1499355,2005,F,Saleah,8,0.00000394
1499356,2005,F,Saleemah,8,0.00000394
1499357,2005,F,Salene,8,0.00000394
1499358,2005,F,Salimah,8,0.00000394
1499359,2005,F,Samarrah,8,0.00000394
1499360,2005,F,Samary,8,0.00000394
1499361,2005,F,Sameerah,8,0.00000394
1499362,2005,F,Sameria,8,0.00000394
1499363,2005,F,Samhitha,8,0.00000394
1499364,2005,F,Sanaaya,8,0.00000394
1499365,2005,F,Sandhya,8,0.00000394
1499366,2005,F,Sanijah,8,0.00000394
1499367,2005,F,Sanye,8,0.00000394
1499368,2005,F,Saquoia,8,0.00000394
1499369,2005,F,Sarahjane,8,0.00000394
1499370,2005,F,Sarianna,8,0.00000394
1499371,2005,F,Sarika,8,0.00000394
1499372,2005,F,Sarya,8,0.00000394
1499373,2005,F,Saundra,8,0.00000394
1499374,2005,F,Savanha,8,0.00000394
1499375,2005,F,Savhanna,8,0.00000394
1499376,2005,F,Savonna,8,0.00000394
1499377,2005,F,Saylah,8,0.00000394
1499378,2005,F,Semaja,8,0.00000394
1499379,2005,F,Semaya,8,0.00000394
1499380,2005,F,Seynabou,8,0.00000394
1499381,2005,F,Sha,8,0.00000394
1499382,2005,F,Shaili,8,0.00000394
1499383,2005,F,Shaine,8,0.00000394
1499384,2005,F,Shalanda,8,0.00000394
1499385,2005,F,Shalene,8,0.00000394
1499386,2005,F,Shalimar,8,0.00000394
1499387,2005,F,Shamaree,8,0.00000394
1499388,2005,F,Shamayah,8,0.00000394
1499389,2005,F,Shanie,8,0.00000394
1499390,2005,F,Shanik,8,0.00000394
1499391,2005,F,Sharissa,8,0.00000394
1499392,2005,F,Sharla,8,0.00000394
1499393,2005,F,Sharya,8,0.00000394
1499394,2005,F,Shawntay,8,0.00000394
1499395,2005,F,Shawnte,8,0.00000394
1499396,2005,F,Shayanna,8,0.00000394
1499397,2005,F,Shayle,8,0.00000394
1499398,2005,F,Shaylinn,8,0.00000394
1499399,2005,F,Shaza,8,0.00000394
1499400,2005,F,Sheilyn,8,0.00000394
1499401,2005,F,Sheridyn,8,0.00000394
1499402,2005,F,Sherlyne,8,0.00000394
1499403,2005,F,Shermya,8,0.00000394
1499404,2005,F,Shevy,8,0.00000394
1499405,2005,F,Sheza,8,0.00000394
1499406,2005,F,Shi,8,0.00000394
1499407,2005,F,Shiomara,8,0.00000394
1499408,2005,F,Shraddha,8,0.00000394
1499409,2005,F,Shyah,8,0.00000394
1499410,2005,F,Shyne,8,0.00000394
1499411,2005,F,Shynia,8,0.00000394
1499412,2005,F,Sianne,8,0.00000394
1499413,2005,F,Sibel,8,0.00000394
1499414,2005,F,Sierria,8,0.00000394
1499415,2005,F,Sigourney,8,0.00000394
1499416,2005,F,Silvanna,8,0.00000394
1499417,2005,F,Sinay,8,0.00000394
1499418,2005,F,Sinia,8,0.00000394
1499419,2005,F,Siniah,8,0.00000394
1499420,2005,F,Sinthia,8,0.00000394
1499421,2005,F,Solae,8,0.00000394
1499422,2005,F,Solymar,8,0.00000394
1499423,2005,F,Soraida,8,0.00000394
1499424,2005,F,Sparkle,8,0.00000394
1499425,2005,F,Srihitha,8,0.00000394
1499426,2005,F,Stavroula,8,0.00000394
1499427,2005,F,Steffanie,8,0.00000394
1499428,2005,F,Stepheny,8,0.00000394
1499429,2005,F,Stephine,8,0.00000394
1499430,2005,F,Suhayla,8,0.00000394
1499431,2005,F,Sukhman,8,0.00000394
1499432,2005,F,Sukhmani,8,0.00000394
1499433,2005,F,Suleika,8,0.00000394
1499434,2005,F,Suniya,8,0.00000394
1499435,2005,F,Surina,8,0.00000394
1499436,2005,F,Syan,8,0.00000394
1499437,2005,F,Symira,8,0.00000394
1499438,2005,F,Syniyah,8,0.00000394
1499439,2005,F,Taasia,8,0.00000394
1499440,2005,F,Taber,8,0.00000394
1499441,2005,F,Tagen,8,0.00000394
1499442,2005,F,Taj,8,0.00000394
1499443,2005,F,Tajia,8,0.00000394
1499444,2005,F,Takirah,8,0.00000394
1499445,2005,F,Tallia,8,0.00000394
1499446,2005,F,Talyia,8,0.00000394
1499447,2005,F,Tamani,8,0.00000394
1499448,2005,F,Tamiracle,8,0.00000394
1499449,2005,F,Tanaejah,8,0.00000394
1499450,2005,F,Tanaisa,8,0.00000394
1499451,2005,F,Tannis,8,0.00000394
1499452,2005,F,Taralyn,8,0.00000394
1499453,2005,F,Tarianna,8,0.00000394
1499454,2005,F,Tarissa,8,0.00000394
1499455,2005,F,Tashauna,8,0.00000394
1499456,2005,F,Tashyia,8,0.00000394
1499457,2005,F,Tasiana,8,0.00000394
1499458,2005,F,Tattiana,8,0.00000394
1499459,2005,F,Tattianna,8,0.00000394
1499460,2005,F,Tauren,8,0.00000394
1499461,2005,F,Tawney,8,0.00000394
1499462,2005,F,Tawni,8,0.00000394
1499463,2005,F,Tawnie,8,0.00000394
1499464,2005,F,Taydem,8,0.00000394
1499465,2005,F,Tayia,8,0.00000394
1499466,2005,F,Taylia,8,0.00000394
1499467,2005,F,Taylinn,8,0.00000394
1499468,2005,F,Tejah,8,0.00000394
1499469,2005,F,Tekira,8,0.00000394
1499470,2005,F,Temitope,8,0.00000394
1499471,2005,F,Temperance,8,0.00000394
1499472,2005,F,Temya,8,0.00000394
1499473,2005,F,Teniola,8,0.00000394
1499474,2005,F,Teralyn,8,0.00000394
1499475,2005,F,Terran,8,0.00000394
1499476,2005,F,Terrie,8,0.00000394
1499477,2005,F,Thatiana,8,0.00000394
1499478,2005,F,Thi,8,0.00000394
1499479,2005,F,Tifani,8,0.00000394
1499480,2005,F,Tigerlily,8,0.00000394
1499481,2005,F,Timothy,8,0.00000394
1499482,2005,F,Tinaya,8,0.00000394
1499483,2005,F,Tiniya,8,0.00000394
1499484,2005,F,Tirsa,8,0.00000394
1499485,2005,F,Titianna,8,0.00000394
1499486,2005,F,Tiyona,8,0.00000394
1499487,2005,F,Tkai,8,0.00000394
1499488,2005,F,Tonantzin,8,0.00000394
1499489,2005,F,Toree,8,0.00000394
1499490,2005,F,Tramia,8,0.00000394
1499491,2005,F,Tramiya,8,0.00000394
1499492,2005,F,Tranae,8,0.00000394
1499493,2005,F,Treasa,8,0.00000394
1499494,2005,F,Trinitey,8,0.00000394
1499495,2005,F,Trixie,8,0.00000394
1499496,2005,F,Truly,8,0.00000394
1499497,2005,F,Trystyn,8,0.00000394
1499498,2005,F,Tvisha,8,0.00000394
1499499,2005,F,Tyaja,8,0.00000394
1499500,2005,F,Tyia,8,0.00000394
1499501,2005,F,Tyiona,8,0.00000394
1499502,2005,F,Tymber,8,0.00000394
1499503,2005,F,Tymira,8,0.00000394
1499504,2005,F,Tyreanna,8,0.00000394
1499505,2005,F,Tyteonna,8,0.00000394
1499506,2005,F,Tzippy,8,0.00000394
1499507,2005,F,Ula,8,0.00000394
1499508,2005,F,Vaidehi,8,0.00000394
1499509,2005,F,Valerya,8,0.00000394
1499510,2005,F,Vana,8,0.00000394
1499511,2005,F,Vaniyah,8,0.00000394
1499512,2005,F,Vasti,8,0.00000394
1499513,2005,F,Victoriah,8,0.00000394
1499514,2005,F,Victoriarose,8,0.00000394
1499515,2005,F,Vika,8,0.00000394
1499516,2005,F,Viki,8,0.00000394
1499517,2005,F,Warda,8,0.00000394
1499518,2005,F,Wen,8,0.00000394
1499519,2005,F,Wendolyn,8,0.00000394
1499520,2005,F,Whitlee,8,0.00000394
1499521,2005,F,Xiadani,8,0.00000394
1499522,2005,F,Ximenna,8,0.00000394
1499523,2005,F,Yagmur,8,0.00000394
1499524,2005,F,Yakeline,8,0.00000394
1499525,2005,F,Yanaira,8,0.00000394
1499526,2005,F,Yanelle,8,0.00000394
1499527,2005,F,Yanis,8,0.00000394
1499528,2005,F,Yashira,8,0.00000394
1499529,2005,F,Yasmeena,8,0.00000394
1499530,2005,F,Yasmyne,8,0.00000394
1499531,2005,F,Yassin,8,0.00000394
1499532,2005,F,Yemaya,8,0.00000394
1499533,2005,F,Yeslin,8,0.00000394
1499534,2005,F,Yi,8,0.00000394
1499535,2005,F,Yisela,8,0.00000394
1499536,2005,F,Yojana,8,0.00000394
1499537,2005,F,Yolany,8,0.00000394
1499538,2005,F,Yoltzin,8,0.00000394
1499539,2005,F,Younique,8,0.00000394
1499540,2005,F,Yovanna,8,0.00000394
1499541,2005,F,Ysenia,8,0.00000394
1499542,2005,F,Yuleni,8,0.00000394
1499543,2005,F,Yumiko,8,0.00000394
1499544,2005,F,Yuridiana,8,0.00000394
1499545,2005,F,Zaiah,8,0.00000394
1499546,2005,F,Zain,8,0.00000394
1499547,2005,F,Zakaya,8,0.00000394
1499548,2005,F,Zaley,8,0.00000394
1499549,2005,F,Zalia,8,0.00000394
1499550,2005,F,Zalma,8,0.00000394
1499551,2005,F,Zamariya,8,0.00000394
1499552,2005,F,Zamyah,8,0.00000394
1499553,2005,F,Zamyra,8,0.00000394
1499554,2005,F,Zanai,8,0.00000394
1499555,2005,F,Zarahi,8,0.00000394
1499556,2005,F,Zarela,8,0.00000394
1499557,2005,F,Zawadi,8,0.00000394
1499558,2005,F,Zeena,8,0.00000394
1499559,2005,F,Zelma,8,0.00000394
1499560,2005,F,Zemira,8,0.00000394
1499561,2005,F,Ziaire,8,0.00000394
1499562,2005,F,Ziana,8,0.00000394
1499563,2005,F,Zikeria,8,0.00000394
1499564,2005,F,Zillah,8,0.00000394
1499565,2005,F,Ziraili,8,0.00000394
1499566,2005,F,Zitlalic,8,0.00000394
1499567,2005,F,Zori,8,0.00000394
1499568,2005,F,Zoye,8,0.00000394
1499569,2005,F,Zulmy,8,0.00000394
1499570,2005,F,Aalaysha,7,0.00000345
1499571,2005,F,Aaleeyah,7,0.00000345
1499572,2005,F,Aaliyan,7,0.00000345
1499573,2005,F,Aanchal,7,0.00000345
1499574,2005,F,Aanvi,7,0.00000345
1499575,2005,F,Aaria,7,0.00000345
1499576,2005,F,Aarianna,7,0.00000345
1499577,2005,F,Aashvi,7,0.00000345
1499578,2005,F,Abbegale,7,0.00000345
1499579,2005,F,Abbrielle,7,0.00000345
1499580,2005,F,Aberdeen,7,0.00000345
1499581,2005,F,Abinaya,7,0.00000345
1499582,2005,F,Abrina,7,0.00000345
1499583,2005,F,Abuk,7,0.00000345
1499584,2005,F,Achol,7,0.00000345
1499585,2005,F,Adalai,7,0.00000345
1499586,2005,F,Adamarie,7,0.00000345
1499587,2005,F,Adanely,7,0.00000345
1499588,2005,F,Adea,7,0.00000345
1499589,2005,F,Adeena,7,0.00000345
1499590,2005,F,Adelai,7,0.00000345
1499591,2005,F,Adelayda,7,0.00000345
1499592,2005,F,Adelena,7,0.00000345
1499593,2005,F,Adell,7,0.00000345
1499594,2005,F,Adhira,7,0.00000345
1499595,2005,F,Adiah,7,0.00000345
1499596,2005,F,Adiya,7,0.00000345
1499597,2005,F,Adiyah,7,0.00000345
1499598,2005,F,Adya,7,0.00000345
1499599,2005,F,Adyn,7,0.00000345
1499600,2005,F,Aeja,7,0.00000345
1499601,2005,F,Africa,7,0.00000345
1499602,2005,F,Agape,7,0.00000345
1499603,2005,F,Agata,7,0.00000345
1499604,2005,F,Agnieszka,7,0.00000345
1499605,2005,F,Ahliya,7,0.00000345
1499606,2005,F,Ahmaria,7,0.00000345
1499607,2005,F,Ahniah,7,0.00000345
1499608,2005,F,Ahnika,7,0.00000345
1499609,2005,F,Ahrianna,7,0.00000345
1499610,2005,F,Aily,7,0.00000345
1499611,2005,F,Airelle,7,0.00000345
1499612,2005,F,Airen,7,0.00000345
1499613,2005,F,Airyonna,7,0.00000345
1499614,2005,F,Aishat,7,0.00000345
1499615,2005,F,Aivy,7,0.00000345
1499616,2005,F,Aizlyn,7,0.00000345
1499617,2005,F,Akaila,7,0.00000345
1499618,2005,F,Akera,7,0.00000345
1499619,2005,F,Akiah,7,0.00000345
1499620,2005,F,Akili,7,0.00000345
1499621,2005,F,Akylah,7,0.00000345
1499622,2005,F,Akyrah,7,0.00000345
1499623,2005,F,Alaine,7,0.00000345
1499624,2005,F,Alanda,7,0.00000345
1499625,2005,F,Alanea,7,0.00000345
1499626,2005,F,Alaney,7,0.00000345
1499627,2005,F,Alannis,7,0.00000345
1499628,2005,F,Alayne,7,0.00000345
1499629,2005,F,Alazah,7,0.00000345
1499630,2005,F,Albree,7,0.00000345
1499631,2005,F,Aleanna,7,0.00000345
1499632,2005,F,Aleasia,7,0.00000345
1499633,2005,F,Alec,7,0.00000345
1499634,2005,F,Alegandra,7,0.00000345
1499635,2005,F,Alegna,7,0.00000345
1499636,2005,F,Aleja,7,0.00000345
1499637,2005,F,Alencia,7,0.00000345
1499638,2005,F,Alesi,7,0.00000345
1499639,2005,F,Aletta,7,0.00000345
1499640,2005,F,Alexanne,7,0.00000345
1499641,2005,F,Alhana,7,0.00000345
1499642,2005,F,Alianah,7,0.00000345
1499643,2005,F,Aliegha,7,0.00000345
1499644,2005,F,Alinne,7,0.00000345
1499645,2005,F,Alira,7,0.00000345
1499646,2005,F,Alisea,7,0.00000345
1499647,2005,F,Aliyaha,7,0.00000345
1499648,2005,F,Aliyssa,7,0.00000345
1499649,2005,F,Allisandra,7,0.00000345
1499650,2005,F,Allisson,7,0.00000345
1499651,2005,F,Allondra,7,0.00000345
1499652,2005,F,Allysah,7,0.00000345
1499653,2005,F,Allysha,7,0.00000345
1499654,2005,F,Altina,7,0.00000345
1499655,2005,F,Aluel,7,0.00000345
1499656,2005,F,Alynah,7,0.00000345
1499657,2005,F,Alysabeth,7,0.00000345
1499658,2005,F,Alyscia,7,0.00000345
1499659,2005,F,Amahni,7,0.00000345
1499660,2005,F,Amala,7,0.00000345
1499661,2005,F,Amany,7,0.00000345
1499662,2005,F,Amarae,7,0.00000345
1499663,2005,F,Amaranta,7,0.00000345
1499664,2005,F,Amarisa,7,0.00000345
1499665,2005,F,Amaryah,7,0.00000345
1499666,2005,F,Amarylis,7,0.00000345
1499667,2005,F,Amaurie,7,0.00000345
1499668,2005,F,Ambra,7,0.00000345
1499669,2005,F,Ambrey,7,0.00000345
1499670,2005,F,Ambri,7,0.00000345
1499671,2005,F,Ameilia,7,0.00000345
1499672,2005,F,Ameriya,7,0.00000345
1499673,2005,F,Amika,7,0.00000345
1499674,2005,F,Amilee,7,0.00000345
1499675,2005,F,Amma,7,0.00000345
1499676,2005,F,Ammara,7,0.00000345
1499677,2005,F,Ammarah,7,0.00000345
1499678,2005,F,Amylee,7,0.00000345
1499679,2005,F,Amyriah,7,0.00000345
1499680,2005,F,Anael,7,0.00000345
1499681,2005,F,Anaelle,7,0.00000345
1499682,2005,F,Anahid,7,0.00000345
1499683,2005,F,Anahya,7,0.00000345
1499684,2005,F,Anaie,7,0.00000345
1499685,2005,F,Anaira,7,0.00000345
1499686,2005,F,Anaiz,7,0.00000345
1499687,2005,F,Analiah,7,0.00000345
1499688,2005,F,Analya,7,0.00000345
1499689,2005,F,Analynn,7,0.00000345
1499690,2005,F,Anamaris,7,0.00000345
1499691,2005,F,Anamika,7,0.00000345
1499692,2005,F,Anara,7,0.00000345
1499693,2005,F,Anarely,7,0.00000345
1499694,2005,F,Anasophia,7,0.00000345
1499695,2005,F,Anastaisa,7,0.00000345
1499696,2005,F,Anastasha,7,0.00000345
1499697,2005,F,Anastyn,7,0.00000345
1499698,2005,F,Anaysha,7,0.00000345
1499699,2005,F,Andromeda,7,0.00000345
1499700,2005,F,Anelisse,7,0.00000345
1499701,2005,F,Anelly,7,0.00000345
1499702,2005,F,Anelys,7,0.00000345
1499703,2005,F,Aneshia,7,0.00000345
1499704,2005,F,Angeleigh,7,0.00000345
1499705,2005,F,Angeliki,7,0.00000345
1499706,2005,F,Angeliyah,7,0.00000345
1499707,2005,F,Angell,7,0.00000345
1499708,2005,F,Angellena,7,0.00000345
1499709,2005,F,Angelli,7,0.00000345
1499710,2005,F,Angelmarie,7,0.00000345
1499711,2005,F,Angelynna,7,0.00000345
1499712,2005,F,Aniesha,7,0.00000345
1499713,2005,F,Anilah,7,0.00000345
1499714,2005,F,Anissia,7,0.00000345
1499715,2005,F,Aniylah,7,0.00000345
1499716,2005,F,Anjaly,7,0.00000345
1499717,2005,F,Anjum,7,0.00000345
1499718,2005,F,Annakay,7,0.00000345
1499719,2005,F,Annaleigha,7,0.00000345
1499720,2005,F,Annalena,7,0.00000345
1499721,2005,F,Annelisse,7,0.00000345
1499722,2005,F,Annetta,7,0.00000345
1499723,2005,F,Annice,7,0.00000345
1499724,2005,F,Antanae,7,0.00000345
1499725,2005,F,Antanette,7,0.00000345
1499726,2005,F,Antavia,7,0.00000345
1499727,2005,F,Anuva,7,0.00000345
1499728,2005,F,Anwen,7,0.00000345
1499729,2005,F,Anwyn,7,0.00000345
1499730,2005,F,Anyi,7,0.00000345
1499731,2005,F,Anyjah,7,0.00000345
1499732,2005,F,Aoi,7,0.00000345
1499733,2005,F,Aolanis,7,0.00000345
1499734,2005,F,Aquinnah,7,0.00000345
1499735,2005,F,Aracelie,7,0.00000345
1499736,2005,F,Aram,7,0.00000345
1499737,2005,F,Areen,7,0.00000345
1499738,2005,F,Areiana,7,0.00000345
1499739,2005,F,Aricela,7,0.00000345
1499740,2005,F,Arieyonna,7,0.00000345
1499741,2005,F,Arlee,7,0.00000345
1499742,2005,F,Armelle,7,0.00000345
1499743,2005,F,Armita,7,0.00000345
1499744,2005,F,Arthi,7,0.00000345
1499745,2005,F,Aryahna,7,0.00000345
1499746,2005,F,Aryia,7,0.00000345
1499747,2005,F,Aryka,7,0.00000345
1499748,2005,F,Asaiah,7,0.00000345
1499749,2005,F,Ashawnti,7,0.00000345
1499750,2005,F,Ashleah,7,0.00000345
1499751,2005,F,Ashrita,7,0.00000345
1499752,2005,F,Asianae,7,0.00000345
1499753,2005,F,Asly,7,0.00000345
1499754,2005,F,Asmita,7,0.00000345
1499755,2005,F,Aspin,7,0.00000345
1499756,2005,F,Athea,7,0.00000345
1499757,2005,F,Aubreyana,7,0.00000345
1499758,2005,F,Aubriella,7,0.00000345
1499759,2005,F,Audreana,7,0.00000345
1499760,2005,F,Aunyae,7,0.00000345
1499761,2005,F,Aurelie,7,0.00000345
1499762,2005,F,Austine,7,0.00000345
1499763,2005,F,Avaleigh,7,0.00000345
1499764,2005,F,Avarey,7,0.00000345
1499765,2005,F,Averiana,7,0.00000345
1499766,2005,F,Averill,7,0.00000345
1499767,2005,F,Avyanna,7,0.00000345
1499768,2005,F,Awo,7,0.00000345
1499769,2005,F,Ayanni,7,0.00000345
1499770,2005,F,Ayram,7,0.00000345
1499771,2005,F,Ayse,7,0.00000345
1499772,2005,F,Ayzia,7,0.00000345
1499773,2005,F,Aza,7,0.00000345
1499774,2005,F,Azaiah,7,0.00000345
1499775,2005,F,Azara,7,0.00000345
1499776,2005,F,Azhar,7,0.00000345
1499777,2005,F,Azjah,7,0.00000345
1499778,2005,F,Azuri,7,0.00000345
1499779,2005,F,Bailea,7,0.00000345
1499780,2005,F,Bentlee,7,0.00000345
1499781,2005,F,Berenize,7,0.00000345
1499782,2005,F,Beronica,7,0.00000345
1499783,2005,F,Betul,7,0.00000345
1499784,2005,F,Biannca,7,0.00000345
1499785,2005,F,Blakeleigh,7,0.00000345
1499786,2005,F,Blen,7,0.00000345
1499787,2005,F,Blu,7,0.00000345
1499788,2005,F,Boluwatife,7,0.00000345
1499789,2005,F,Braydon,7,0.00000345
1499790,2005,F,Braylan,7,0.00000345
1499791,2005,F,Brayley,7,0.00000345
1499792,2005,F,Brecklynn,7,0.00000345
1499793,2005,F,Breeanne,7,0.00000345
1499794,2005,F,Breelle,7,0.00000345
1499795,2005,F,Breezie,7,0.00000345
1499796,2005,F,Breianna,7,0.00000345
1499797,2005,F,Brendan,7,0.00000345
1499798,2005,F,Brenee,7,0.00000345
1499799,2005,F,Breseis,7,0.00000345
1499800,2005,F,Bret,7,0.00000345
1499801,2005,F,Briahnna,7,0.00000345
1499802,2005,F,Briannie,7,0.00000345
1499803,2005,F,Briannon,7,0.00000345
1499804,2005,F,Briany,7,0.00000345
1499805,2005,F,Bricelyn,7,0.00000345
1499806,2005,F,Briena,7,0.00000345
1499807,2005,F,Brieonna,7,0.00000345
1499808,2005,F,Brigida,7,0.00000345
1499809,2005,F,Brinya,7,0.00000345
1499810,2005,F,Britania,7,0.00000345
1499811,2005,F,British,7,0.00000345
1499812,2005,F,Britley,7,0.00000345
1499813,2005,F,Britnie,7,0.00000345
1499814,2005,F,Brittain,7,0.00000345
1499815,2005,F,Brityn,7,0.00000345
1499816,2005,F,Brya,7,0.00000345
1499817,2005,F,Brycen,7,0.00000345
1499818,2005,F,Bryden,7,0.00000345
1499819,2005,F,Brylin,7,0.00000345
1499820,2005,F,Cadience,7,0.00000345
1499821,2005,F,Caeleigh,7,0.00000345
1499822,2005,F,Caely,7,0.00000345
1499823,2005,F,Caidynce,7,0.00000345
1499824,2005,F,Calah,7,0.00000345
1499825,2005,F,Calder,7,0.00000345
1499826,2005,F,Caliegh,7,0.00000345
1499827,2005,F,Callysta,7,0.00000345
1499828,2005,F,Calypso,7,0.00000345
1499829,2005,F,Camella,7,0.00000345
1499830,2005,F,Camesha,7,0.00000345
1499831,2005,F,Camilia,7,0.00000345
1499832,2005,F,Camira,7,0.00000345
1499833,2005,F,Candi,7,0.00000345
1499834,2005,F,Cannon,7,0.00000345
1499835,2005,F,Caoilainn,7,0.00000345
1499836,2005,F,Carely,7,0.00000345
1499837,2005,F,Cariah,7,0.00000345
1499838,2005,F,Cariana,7,0.00000345
1499839,2005,F,Carlia,7,0.00000345
1499840,2005,F,Carlisha,7,0.00000345
1499841,2005,F,Caroleena,7,0.00000345
1499842,2005,F,Casara,7,0.00000345
1499843,2005,F,Cason,7,0.00000345
1499844,2005,F,Cassity,7,0.00000345
1499845,2005,F,Catalena,7,0.00000345
1499846,2005,F,Catherina,7,0.00000345
1499847,2005,F,Catheryne,7,0.00000345
1499848,2005,F,Catilyn,7,0.00000345
1499849,2005,F,Catlynn,7,0.00000345
1499850,2005,F,Caylei,7,0.00000345
1499851,2005,F,Ceira,7,0.00000345
1499852,2005,F,Cela,7,0.00000345
1499853,2005,F,Ceres,7,0.00000345
1499854,2005,F,Chai,7,0.00000345
1499855,2005,F,Chanae,7,0.00000345
1499856,2005,F,Chandrea,7,0.00000345
1499857,2005,F,Chanie,7,0.00000345
1499858,2005,F,Chanley,7,0.00000345
1499859,2005,F,Channah,7,0.00000345
1499860,2005,F,Charlyn,7,0.00000345
1499861,2005,F,Chasey,7,0.00000345
1499862,2005,F,Chastidy,7,0.00000345
1499863,2005,F,Chasya,7,0.00000345
1499864,2005,F,Chau,7,0.00000345
1499865,2005,F,Chavy,7,0.00000345
1499866,2005,F,Chelise,7,0.00000345
1499867,2005,F,Chelsia,7,0.00000345
1499868,2005,F,Cheyan,7,0.00000345
1499869,2005,F,Cheyne,7,0.00000345
1499870,2005,F,Chosen,7,0.00000345
1499871,2005,F,Chrisalyn,7,0.00000345
1499872,2005,F,Chrissie,7,0.00000345
1499873,2005,F,Christionna,7,0.00000345
1499874,2005,F,Cierah,7,0.00000345
1499875,2005,F,Circe,7,0.00000345
1499876,2005,F,Clarise,7,0.00000345
1499877,2005,F,Colbi,7,0.00000345
1499878,2005,F,Comfort,7,0.00000345
1499879,2005,F,Corianna,7,0.00000345
1499880,2005,F,Corley,7,0.00000345
1499881,2005,F,Cortnee,7,0.00000345
1499882,2005,F,Cristabel,7,0.00000345
1499883,2005,F,Cyaira,7,0.00000345
1499884,2005,F,Cydne,7,0.00000345
1499885,2005,F,Cynae,7,0.00000345
1499886,2005,F,Daania,7,0.00000345
1499887,2005,F,Daejanae,7,0.00000345
1499888,2005,F,Dafney,7,0.00000345
1499889,2005,F,Daizha,7,0.00000345
1499890,2005,F,Dajha,7,0.00000345
1499891,2005,F,Dakari,7,0.00000345
1499892,2005,F,Dakira,7,0.00000345
1499893,2005,F,Dalaysha,7,0.00000345
1499894,2005,F,Dalaysia,7,0.00000345
1499895,2005,F,Daleigh,7,0.00000345
1499896,2005,F,Dalma,7,0.00000345
1499897,2005,F,Damira,7,0.00000345
1499898,2005,F,Damoni,7,0.00000345
1499899,2005,F,Danayah,7,0.00000345
1499900,2005,F,Dandra,7,0.00000345
1499901,2005,F,Dandrea,7,0.00000345
1499902,2005,F,Danise,7,0.00000345
1499903,2005,F,Danniela,7,0.00000345
1499904,2005,F,Darbi,7,0.00000345
1499905,2005,F,Darely,7,0.00000345
1499906,2005,F,Dari,7,0.00000345
1499907,2005,F,Darienne,7,0.00000345
1499908,2005,F,Darion,7,0.00000345
1499909,2005,F,Darlena,7,0.00000345
1499910,2005,F,Darleny,7,0.00000345
1499911,2005,F,Darnesha,7,0.00000345
1499912,2005,F,Dava,7,0.00000345
1499913,2005,F,Daviah,7,0.00000345
1499914,2005,F,Dawna,7,0.00000345
1499915,2005,F,Dayleen,7,0.00000345
1499916,2005,F,Dayne,7,0.00000345
1499917,2005,F,Dazia,7,0.00000345
1499918,2005,F,Deaija,7,0.00000345
1499919,2005,F,Deasiah,7,0.00000345
1499920,2005,F,Deijah,7,0.00000345
1499921,2005,F,Delaini,7,0.00000345
1499922,2005,F,Delainie,7,0.00000345
1499923,2005,F,Delancey,7,0.00000345
1499924,2005,F,Delanny,7,0.00000345
1499925,2005,F,Deleah,7,0.00000345
1499926,2005,F,Deloris,7,0.00000345
1499927,2005,F,Demyra,7,0.00000345
1499928,2005,F,Denaisha,7,0.00000345
1499929,2005,F,Denajah,7,0.00000345
1499930,2005,F,Denaly,7,0.00000345
