loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
32000,32000,32000,60 months,0.1180,708.6,B,B4,Applications Development Team Leader,10+ years,MORTGAGE,148028,Not Verified,Dec-18,Current,n,debt_consolidation
19000,19000,19000,60 months,0.2534,561.47,E,E3,Data Enrty Analyst,7 years,RENT,40000,Source Verified,Dec-18,Current,n,credit_card
22000,22000,22000,36 months,0.0646,673.88,A,A1,Director of Talent,1 year,RENT,215000,Source Verified,Dec-18,Current,n,debt_consolidation
2000,2000,2000,36 months,0.1180,66.24,B,B4,ADMIN. SVCS SPECIALIST/ MTG ,10+ years,OWN,54000,Not Verified,Dec-18,Current,n,home_improvement
20000,20000,20000,60 months,0.1614,487.86,C,C4,Manager,3 years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
6025,6025,6025,36 months,0.1992,223.67,D,D3,,< 1 year,OWN,130000,Source Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.2089,225.72,D,D4,Technician,2 years,RENT,44000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1033,486.34,B,B1,Truck driver ,6 years,OWN,75000,Source Verified,Dec-18,Current,n,credit_card
30650,30650,30650,60 months,0.1298,697.07,B,B5,Global Alliance Manager,1 year,MORTGAGE,200000,Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.0881,253.7,A,A5,Leasing Coordinator,2 years,RENT,42000,Source Verified,Dec-18,Current,n,debt_consolidation
22000,22000,22000,60 months,0.1180,487.16,B,B4,Patrol officer ,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,credit_card
4000,4000,4000,36 months,0.0819,125.7,A,A4,Architectural Staff,3 years,RENT,70400,Not Verified,Dec-18,Current,n,medical
12000,12000,12000,60 months,0.1180,265.73,B,B4,Sr. Project Manager,10+ years,MORTGAGE,87000,Not Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1356,373.61,C,C1,Senior Development Associate,1 year,RENT,48000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.0646,367.57,A,A1,Accounting Operations Manager,< 1 year,MORTGAGE,80000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0646,306.31,A,A1,Senior technician,4 years,OWN,80000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,60 months,0.0881,206.67,A,A5,Border Patrol Agent,7 years,OWN,99000,Source Verified,Dec-18,Current,n,credit_card
35000,35000,35000,60 months,0.1298,796,B,B5,Clerical Specialist,8 years,MORTGAGE,110000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1797,380.66,D,D1,Assistant Principal,10+ years,MORTGAGE,120000,Source Verified,Dec-18,Current,n,home_improvement
4000,4000,4000,36 months,0.1356,135.86,C,C1,General manager,1 year,MORTGAGE,52000,Not Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,36 months,0.0756,311.34,A,A3,Sales Support Specialist,10+ years,MORTGAGE,120000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0702,154.44,A,A2,Lead Teller,2 years,MORTGAGE,34000,Not Verified,Dec-18,Current,n,credit_card
24000,24000,24000,36 months,0.1447,825.76,C,C2,,4 years,MORTGAGE,18000,Source Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,36 months,0.0702,741.27,A,A2,,< 1 year,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1447,235.13,C,C2,Communications,10+ years,RENT,65000,Not Verified,Dec-18,Current,n,house
20000,20000,20000,60 months,0.0819,407.35,A,A4,NURSE,7 years,MORTGAGE,57000,Source Verified,Dec-18,Current,n,debt_consolidation
10400,10400,10400,36 months,0.1298,350.32,B,B5,Chief of Staff,6 years,MORTGAGE,88600,Not Verified,Dec-18,Current,n,credit_card
36500,36500,36500,60 months,0.1180,808.24,B,B4,Finance/Accounting Associate,10+ years,RENT,80000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
6025,6025,6025,36 months,0.1797,217.73,D,D1,CUSTOMER SERVICE,3 years,RENT,54000,Not Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.0646,398.21,A,A1,Senior Software Engineer,10+ years,RENT,87000,Not Verified,Dec-18,Current,n,credit_card
11500,11500,11500,36 months,0.1072,374.98,B,B2,Security Officer ,3 years,RENT,65000,Not Verified,Dec-18,Current,n,debt_consolidation
16075,16075,16075,60 months,0.1614,392.11,C,C4,Registered Nurse,10+ years,RENT,62500,Not Verified,Dec-18,Current,n,debt_consolidation
2500,2500,2500,36 months,0.1447,86.02,C,C2,Outside sales,4 years,MORTGAGE,68000,Not Verified,Dec-18,Current,n,home_improvement
25825,25825,25825,60 months,0.2631,777.96,E,E4,Asset Protection Manager,10+ years,MORTGAGE,59995,Not Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1298,370.53,B,B5,,n/a,OWN,45000,Not Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.0702,154.44,A,A2,Custodian,10+ years,MORTGAGE,58000,Not Verified,Dec-18,Current,n,other
20000,20000,20000,60 months,0.1033,428.2,B,B1,Broker-Sales Associate,2 years,OWN,90000,Source Verified,Dec-18,Fully Paid,n,debt_consolidation
10000,10000,10000,36 months,0.1033,324.23,B,B1,Service Manager,4 years,MORTGAGE,38000,Verified,Dec-18,Current,n,credit_card
9700,9700,9700,36 months,0.1072,316.29,B,B2,Sr Acct Analyst ,3 years,MORTGAGE,85000,Not Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1180,364.31,B,B4,Head Cook,4 years,RENT,28000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0646,459.47,A,A1,,n/a,RENT,52000,Not Verified,Dec-18,Current,n,credit_card
35000,35000,35000,36 months,0.0819,1099.85,A,A4,,< 1 year,RENT,115000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.1180,198.72,B,B4,Director of Operations,1 year,RENT,75000,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,36 months,0.0881,951.35,A,A5,Journeyman Electrician,8 years,RENT,80000,Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.1894,1098.78,D,D2,Sr. Application Architect,10+ years,OWN,138000,Source Verified,Dec-18,Current,n,debt_consolidation
18500,18500,18500,36 months,0.1072,603.22,B,B2,Fourth Grade Teacher,4 years,RENT,65000,Not Verified,Dec-18,Current,n,credit_card
28000,28000,28000,36 months,0.0819,879.88,A,A4,VP / Core Modeling,5 years,MORTGAGE,135000,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,36 months,0.1992,1113.69,D,D3,Account executive ,9 years,MORTGAGE,175000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1298,227.43,B,B5,Structural foreman,5 years,OWN,80000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.0819,611.03,A,A4,Project Manager,2 years,MORTGAGE,105000,Source Verified,Dec-18,Current,n,credit_card
16000,16000,16000,60 months,0.1072,345.65,B,B2,Assistant Grocery Manager,10+ years,MORTGAGE,70000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.2727,491.65,E,E5,Vice President,10+ years,RENT,175000,Not Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1033,856.4,B,B1,,n/a,MORTGAGE,150600,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.1614,1409.05,C,C4,,n/a,OWN,10000,Verified,Dec-18,Current,n,debt_consolidation
27500,27500,27500,36 months,0.0819,864.17,A,A4,It Specialist ,1 year,MORTGAGE,75000,Source Verified,Dec-18,Fully Paid,n,home_improvement
9600,9600,9600,36 months,0.0702,296.51,A,A2,,< 1 year,MORTGAGE,180000,Not Verified,Dec-18,Current,n,debt_consolidation
9300,9300,9300,36 months,0.1992,345.25,D,D3,tech,1 year,RENT,47000,Source Verified,Dec-18,Current,n,debt_consolidation
2000,2000,2000,36 months,0.0881,63.43,A,A5,Custodiam,6 years,RENT,28000,Not Verified,Dec-18,Current,n,medical
17500,17500,17500,60 months,0.1356,403.22,C,C1,Loan Operations Officer -Small Business,< 1 year,MORTGAGE,99520,Not Verified,Dec-18,Current,n,credit_card
4000,4000,4000,36 months,0.1356,135.86,C,C1,Accounts Payable Lead,6 years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,credit_card
17000,17000,17000,36 months,0.1072,554.31,B,B2,Manager,10+ years,RENT,85000,Not Verified,Dec-18,Current,n,credit_card
7500,7500,7500,36 months,0.1033,243.17,B,B1,Office Assistant/CNA,6 years,OWN,59900,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1691,178.04,C,C5,Petty officer ,10+ years,MORTGAGE,70000,Source Verified,Dec-18,Fully Paid,n,other
6400,6400,6400,36 months,0.1502,221.93,C,C3, Senior Technology Lifecycle Coordinator,10+ years,MORTGAGE,70000,Source Verified,Dec-18,Current,n,home_improvement
14000,14000,14000,60 months,0.1992,370.3,D,D3,Executive Director ,6 years,RENT,60000,Verified,Dec-18,Current,n,other
20000,20000,20000,36 months,0.0819,628.49,A,A4,Correctional Sergeant ,10+ years,MORTGAGE,149940,Source Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.1691,890.2,C,C5,,< 1 year,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
17400,17400,17400,36 months,0.1502,603.35,C,C3,Program Manager,< 1 year,MORTGAGE,76000,Source Verified,Dec-18,Current,n,house
9000,9000,9000,36 months,0.0702,277.98,A,A2,Team Manager,< 1 year,RENT,70000,Not Verified,Dec-18,Current,n,debt_consolidation
3025,3025,3025,36 months,0.2235,116.08,D,D5,Fire Lieutenant,4 years,MORTGAGE,75000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1298,168.43,B,B5,Engineer,10+ years,MORTGAGE,105000,Not Verified,Dec-18,Current,n,home_improvement
15000,15000,15000,36 months,0.0756,467.01,A,A3,Nursing Supervisor,5 years,MORTGAGE,80000,Source Verified,Dec-18,Current,n,debt_consolidation
5475,5475,5475,36 months,0.1797,197.86,D,D1,Tech supervisor,10+ years,RENT,51000,Not Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.1447,352.69,C,C2,Fire Captain,10+ years,MORTGAGE,72000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1180,332.16,B,B4,Marketing,8 years,MORTGAGE,105000,Not Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.0646,183.79,A,A1,,< 1 year,RENT,39000,Not Verified,Dec-18,Current,n,credit_card
14400,14400,14400,60 months,0.1072,311.09,B,B2,IP specialist,7 years,RENT,75000,Not Verified,Dec-18,Current,n,other
12000,12000,12000,36 months,0.2534,479.28,E,E3,,n/a,MORTGAGE,48300,Verified,Dec-18,Current,n,debt_consolidation
36500,36500,36500,60 months,0.0819,743.42,A,A4,Engineer,10+ years,MORTGAGE,120000,Not Verified,Dec-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.0646,199.11,A,A1,Sales consultant ,5 years,RENT,60000,Not Verified,Dec-18,Current,n,credit_card
8000,8000,8000,36 months,0.1072,260.86,B,B2,accounting clerk ,10+ years,MORTGAGE,48000,Source Verified,Dec-18,Current,n,debt_consolidation
3000,3000,3000,36 months,0.1072,97.82,B,B2,Director of Sales & Marketing,< 1 year,MORTGAGE,110000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.0819,407.35,A,A4,Welder,6 years,MORTGAGE,53500,Source Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1180,364.31,B,B4,,n/a,MORTGAGE,57831.84,Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1502,693.51,C,C3,RN,5 years,OWN,92000,Verified,Dec-18,Current,n,debt_consolidation
24800,24800,24800,36 months,0.0881,786.45,A,A5,Registered Nurse,10+ years,MORTGAGE,97000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1298,363.89,B,B5,Driver,10+ years,RENT,99000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1356,230.41,C,C1,Electrician ll,3 years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,debt_consolidation
18500,18500,18500,60 months,0.1894,479.29,D,D2,assembly,7 years,MORTGAGE,42000,Not Verified,Dec-18,Current,n,other
7400,7400,7125,36 months,0.1033,239.93,B,B1,Bank Teller,< 1 year,RENT,21000,Source Verified,Dec-18,Current,n,credit_card
16500,16500,16500,36 months,0.0881,523.24,A,A5,Detention Deputy,2 years,MORTGAGE,50000,Source Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1131,350.36,B,B3,Director of recreational facilities,10+ years,MORTGAGE,86000,Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1797,289.1,D,D1,MA,5 years,OWN,21750,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1356,576.02,C,C1,Dedicated Driver,10+ years,MORTGAGE,82000,Not Verified,Dec-18,Current,n,debt_consolidation
2500,2500,2500,36 months,0.1131,82.22,B,B3,Manager,10+ years,MORTGAGE,76000,Source Verified,Dec-18,Current,n,other
1000,1000,975,36 months,0.1502,34.68,C,C3,RN,2 years,MORTGAGE,78000,Not Verified,Dec-18,Current,n,other
12000,12000,12000,60 months,0.1356,276.49,C,C1,Hotel Sales Coordinator,10+ years,RENT,46420,Source Verified,Dec-18,Current,n,credit_card
24000,24000,24000,60 months,0.1072,518.48,B,B2,Director Marketing,7 years,MORTGAGE,175000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1992,371.23,D,D3,MIS Director,10+ years,RENT,124000,Source Verified,Dec-18,Fully Paid,n,debt_consolidation
5500,5500,5475,36 months,0.1356,186.81,C,C1,,n/a,RENT,11565,Not Verified,Dec-18,Current,n,debt_consolidation
17000,17000,17000,36 months,0.0702,525.07,A,A2,Sales,2 years,RENT,66000,Not Verified,Dec-18,Current,n,debt_consolidation
10400,10400,10400,60 months,0.1356,239.63,C,C1,Slitting Operator,2 years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1447,172.04,C,C2,,n/a,OWN,57000,Not Verified,Dec-18,Current,n,home_improvement
40000,40000,40000,36 months,0.1180,1324.76,B,B4,Transportation; Mail Man,5 years,RENT,57000,Source Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.0881,1268.46,A,A5,Software development manager,2 years,MORTGAGE,160000,Source Verified,Dec-18,Fully Paid,n,major_purchase
5250,5250,5250,36 months,0.0881,166.49,A,A5,Vet tech,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,debt_consolidation
4200,4200,4200,36 months,0.1992,155.92,D,D3,,n/a,MORTGAGE,110000,Not Verified,Dec-18,Current,n,other
20000,20000,20000,36 months,0.1356,679.29,C,C1,,< 1 year,MORTGAGE,150000,Not Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.0881,158.56,A,A5,,n/a,RENT,23000,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,36 months,0.0646,918.93,A,A1,,< 1 year,OWN,140000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,4975,36 months,0.1447,172.04,C,C2,Sales rep,10+ years,OWN,35000,Not Verified,Dec-18,Current,n,credit_card
17000,17000,17000,36 months,0.0819,534.21,A,A4,Store Manager,< 1 year,MORTGAGE,100000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,9975,36 months,0.0756,311.34,A,A3,QA Analyst,3 years,RENT,75000,Not Verified,Dec-18,Current,n,vacation
14000,14000,14000,60 months,0.1894,362.71,D,D2,Cable Tech,< 1 year,RENT,62000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1614,176.14,C,C4,,2 years,RENT,45000,Not Verified,Dec-18,Current,n,debt_consolidation
7000,7000,6975,36 months,0.1447,240.85,C,C2,Assistant Manager,8 years,MORTGAGE,35000,Source Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.1797,609.06,D,D1,Supply Chain Manager,10+ years,RENT,110000,Source Verified,Dec-18,Current,n,debt_consolidation
7200,7200,7175,36 months,0.1614,253.63,C,C4,Freight Broker,1 year,MORTGAGE,42000,Not Verified,Dec-18,Current,n,debt_consolidation
4200,4200,4175,36 months,0.0819,131.99,A,A4,Personal loan specialist,5 years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,9975,36 months,0.1356,339.65,C,C1,Accounts Payable Clerk,5 years,RENT,38000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0756,373.61,A,A3,IT Financial Consultant,1 year,MORTGAGE,120000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1797,507.55,D,D1,Chief  Steward ,10+ years,RENT,67000,Source Verified,Dec-18,Current,n,home_improvement
20000,20000,20000,60 months,0.1072,432.07,B,B2,Motion Picture Editor,10+ years,MORTGAGE,210000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1131,493.29,B,B3,Police Clerk,5 years,RENT,42000,Not Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,60 months,0.1072,237.64,B,B2,Lead Desktop Engineer,7 years,MORTGAGE,65000,Source Verified,Dec-18,Current,n,credit_card
14000,14000,14000,36 months,0.0819,439.94,A,A4,FVP Commercial Loan Servicing manager,1 year,MORTGAGE,148000,Not Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.0881,348.83,A,A5,Naval Aviator,4 years,RENT,100000,Not Verified,Dec-18,Current,n,credit_card
8000,8000,8000,36 months,0.0819,251.4,A,A4,TCGM,< 1 year,OWN,62000,Source Verified,Dec-18,Current,n,credit_card
4200,4200,4175,36 months,0.1447,144.51,C,C2,Asst manager ,1 year,RENT,50000,Not Verified,Dec-18,Current,n,vacation
5000,5000,4975,36 months,0.0702,154.44,A,A2,Community Health Nurse,5 years,MORTGAGE,61000,Not Verified,Dec-18,Current,n,debt_consolidation
23500,23500,23500,60 months,0.0819,478.64,A,A4,Ssenior Mechanical Engineer,1 year,MORTGAGE,110000,Not Verified,Dec-18,Current,n,debt_consolidation
15500,15500,15475,60 months,0.1180,343.23,B,B4,Cement driver,5 years,MORTGAGE,102000,Not Verified,Dec-18,Current,n,credit_card
17000,17000,17000,36 months,0.0819,534.21,A,A4,Sales Consultant ,10+ years,MORTGAGE,200000,Not Verified,Dec-18,Current,n,debt_consolidation
7500,7500,7500,36 months,0.1356,254.74,C,C1,Porter ,9 years,RENT,53000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,19975,36 months,0.0646,612.62,A,A1,Registered nurse,1 year,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.2631,602.49,E,E4,Mailroom Supervisor,6 years,MORTGAGE,48800,Source Verified,Dec-18,Fully Paid,n,debt_consolidation
25000,25000,24975,36 months,0.0756,778.35,A,A3,Neuroscience Program Manager,10+ years,RENT,130000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1131,263.09,B,B3,E9 Master Chief,10+ years,MORTGAGE,113026,Source Verified,Dec-18,Current,n,other
10000,10000,10000,60 months,0.2235,278.19,D,D5,ASST MANAGER,2 years,RENT,30000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1356,691.23,C,C1,,< 1 year,RENT,80000,Not Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.1502,450.78,C,C3,Coordinator,10+ years,RENT,74000,Not Verified,Dec-18,Current,n,credit_card
21600,21600,21600,36 months,0.0819,678.77,A,A4,Data Analyst,3 years,RENT,112000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,60 months,0.1691,248.05,C,C5,Packing,10+ years,MORTGAGE,55000,Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.0702,463.3,A,A2,Engineer,3 years,RENT,120000,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.2235,973.64,D,D5,General Manager,2 years,RENT,72000,Verified,Dec-18,Current,n,other
2000,2000,1975,36 months,0.0819,62.85,A,A4,,5 years,MORTGAGE,23000,Not Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,60 months,0.1033,235.51,B,B1,IT Supervisor,4 years,MORTGAGE,82000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,17725,36 months,0.1072,586.92,B,B2,Pediatric dentist,10+ years,MORTGAGE,255000,Not Verified,Dec-18,Current,n,credit_card
3000,3000,2725,36 months,0.1180,99.36,B,B4,Medical Technition,3 years,OWN,36600,Not Verified,Dec-18,Current,n,credit_card
9000,9000,9000,36 months,0.1502,312.08,C,C3,Billing Specialist,2 years,RENT,51000,Verified,Dec-18,Current,n,debt_consolidation
11000,11000,10725,36 months,0.1033,356.65,B,B1,,n/a,RENT,57000,Not Verified,Dec-18,Current,n,major_purchase
10000,10000,10000,60 months,0.1356,230.41,C,C1,,< 1 year,MORTGAGE,75000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0819,628.49,A,A4,FOOD SERVER,10+ years,RENT,70000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1614,609.82,C,C4,Executive Assistant,1 year,RENT,65000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1131,328.86,B,B3,Secretary,10+ years,RENT,70000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1180,221.44,B,B4,registered nurse,2 years,RENT,120000,Not Verified,Dec-18,Current,n,debt_consolidation
22000,22000,22000,36 months,0.0819,691.33,A,A4,Registered Nurse,1 year,RENT,92800,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,3725,36 months,0.1072,130.43,B,B2,Sales associate ,10+ years,MORTGAGE,72000,Source Verified,Dec-18,Current,n,credit_card
16200,16200,16200,60 months,0.1894,419.71,D,D2,,n/a,OWN,24000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1797,253.78,D,D1,Automation Technician II,5 years,RENT,73000,Source Verified,Dec-18,Current,n,credit_card
16000,16000,16000,60 months,0.2089,431.87,D,D4,,n/a,MORTGAGE,58000,Not Verified,Dec-18,Current,n,debt_consolidation
8500,8500,8475,36 months,0.0702,262.54,A,A2,,< 1 year,MORTGAGE,110000,Not Verified,Dec-18,Current,n,debt_consolidation
2900,2900,2875,36 months,0.0756,90.29,A,A3,Associate,2 years,RENT,43000,Not Verified,Dec-18,Current,n,vacation
5000,5000,5000,36 months,0.1356,169.83,C,C1,CNA,1 year,MORTGAGE,38000,Not Verified,Dec-18,Current,n,credit_card
15500,15500,15500,36 months,0.0756,482.58,A,A3,Community Engagement Specialist ,10+ years,OWN,42000,Source Verified,Dec-18,Current,n,credit_card
10000,10000,10000,60 months,0.2631,301.25,E,E4,Kindergarten Teacher,10+ years,RENT,73000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.2089,809.75,D,D4,Mail handler,1 year,RENT,110000,Source Verified,Dec-18,Current,n,debt_consolidation
1000,1000,975,36 months,0.1614,35.23,C,C4,Analyst,< 1 year,RENT,67000,Source Verified,Dec-18,Current,n,vacation
10800,10800,10525,36 months,0.1180,357.69,B,B4,teacher,1 year,RENT,45000,Not Verified,Dec-18,Current,n,debt_consolidation
14500,14500,14500,60 months,0.1072,313.25,B,B2,Construction Manager,3 years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,car
20000,20000,20000,60 months,0.2727,613.94,E,E5,Sales Area Manager,< 1 year,RENT,90000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.2089,539.84,D,D4,,n/a,MORTGAGE,57000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0702,308.87,A,A2,Service Manager,10+ years,MORTGAGE,70000,Not Verified,Dec-18,Current,n,credit_card
15500,15500,15500,60 months,0.1180,343.23,B,B4,Mail carrier,9 years,RENT,70000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.1131,394.63,B,B3,truck driver,10+ years,RENT,54000,Not Verified,Dec-18,Current,n,credit_card
18000,18000,18000,36 months,0.1072,586.92,B,B2,laborer,10+ years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,home_improvement
12000,12000,12000,36 months,0.0881,380.54,A,A5,Service Manager,9 years,RENT,68000,Not Verified,Dec-18,Current,n,debt_consolidation
13200,13200,13200,60 months,0.2727,405.2,E,E5,VP Financial Center Manager,10+ years,RENT,91000,Not Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1072,864.13,B,B2,Manager,10+ years,MORTGAGE,255000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.0881,507.39,A,A5,,< 1 year,MORTGAGE,114500,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,3725,36 months,0.1072,130.43,B,B2,Program Manager,6 years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,credit_card
4800,4800,4800,36 months,0.1356,163.03,C,C1,Service Coordinator - Caregiver,10+ years,RENT,66000,Not Verified,Dec-18,Current,n,credit_card
13000,13000,12725,36 months,0.1033,421.5,B,B1,"Sr. Manager, Logistics Operations",6 years,MORTGAGE,86100,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.0819,785.61,A,A4,outside sales,10+ years,RENT,125000,Not Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.1614,246.59,C,C4,Server,4 years,RENT,71319,Not Verified,Dec-18,Current,n,major_purchase
6300,6300,6300,36 months,0.1033,204.27,B,B1,Principal Presales Consultant,10+ years,MORTGAGE,149000,Verified,Dec-18,Current,n,vacation
6000,6000,5725,36 months,0.1072,195.64,B,B2,Judge,10+ years,MORTGAGE,151821.96,Not Verified,Dec-18,Current,n,home_improvement
8000,8000,7975,36 months,0.0756,249.08,A,A3,Merchant Performance Analyst ,3 years,MORTGAGE,82440,Not Verified,Dec-18,Current,n,credit_card
3000,3000,3000,36 months,0.1992,111.37,D,D3,IT Technician,2 years,RENT,60000,Not Verified,Dec-18,Current,n,credit_card
8000,8000,7975,36 months,0.0881,253.7,A,A5,Social Worker,7 years,RENT,65000,Not Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1894,219.76,D,D2,,n/a,RENT,28000,Not Verified,Dec-18,Current,n,medical
16000,16000,16000,60 months,0.1356,368.66,C,C1,Administrative Assistant ,10+ years,MORTGAGE,72000,Not Verified,Dec-18,Current,n,debt_consolidation
28000,28000,28000,60 months,0.1447,658.36,C,C2,Activity Director,1 year,RENT,66000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,14725,36 months,0.1180,496.79,B,B4,Prep car center,4 years,RENT,41000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1180,553.59,B,B4,Pastor,5 years,MORTGAGE,110000,Not Verified,Dec-18,Current,n,debt_consolidation
17500,17500,17500,36 months,0.0819,549.93,A,A4,Nurse Practitioner,4 years,RENT,140000,Not Verified,Dec-18,Current,n,debt_consolidation
